!C:\2020\Myanmar\Data\Yoegoe\yoegoews10mcor__auto_rho20+ubc.dat
0 90 40 50 0.0347984 4.58071
0 110 50 60 0.0264638 1.23366
0 130 60 70 0.0239401 2.19239
0 100 40 60 0.0673385 0.160358
0 140 60 80 0.0450511 0.127724
0 160 70 90 0.0389883 0.539323
0 180 80 100 0.0333081 2.66376
0 200 90 110 0.0250381 0.435064
0 220 100 120 0.0234044 2.21504
0 240 110 130 0.0193668 0
0 210 90 120 0.0379889 0.792598
0 250 110 140 0.0297332 0.104882
0 270 120 150 0.0221204 0
0 290 130 160 0.0191887 0.451611
0 310 140 170 0.0170112 0.287378
0 330 150 180 0.0147326 0.13613
0 350 160 190 0.013708 0.0672306
0 320 140 180 0.0220409 0.180596
0 360 160 200 0.0182327 0.196002
0 400 180 220 0.0170365 3.49138
0 420 190 230 0.0163515 0.478117
0 440 200 240 0.0189961 0.222016
0 460 210 250 0.0195543 0.0299237
0 430 190 240 0.0207853 0.0749176
0 470 210 260 0.0220937 0.34694
0 490 220 270 0.020525 0.027347
0 510 230 280 0.0211027 0.848822
0 530 240 290 0.024277 0.812335
0 550 250 300 0.0239093 1.25207
0 570 260 310 0.0243555 0.150341
0 540 240 300 0.0275917 1.04952
0 580 260 320 0.0290182 0.593914
0 600 270 330 0.0262592 0.365137
0 620 280 340 0.0258515 0.341439
0 640 290 350 0.0268581 0
0 660 300 360 0.0345624 0.0722437
0 680 310 370 0.0320568 0.122649
0 650 290 360 0.0337516 0.26887
0 670 300 370 0.0375077 0.244033
0 690 310 380 0.0314532 0.1694
0 710 320 390 0.0569797 1.43188
10 100 50 60 0.0353489 4.77591
10 120 60 70 0.0280084 2.31905
10 140 70 80 0.0242143 5.37295
10 110 50 70 0.0678469 0.265896
10 150 70 90 0.0451488 0.212799
10 170 80 100 0.0389139 1.21879
10 190 90 110 0.0336753 1.1496
10 210 100 120 0.0250381 1.23671
10 230 110 130 0.0217557 0.842428
10 250 120 140 0.0183658 0.626323
10 220 100 130 0.0374827 0.2353
10 260 120 150 0.0288195 0.233487
10 280 130 160 0.0222632 0.081549
10 300 140 170 0.0199291 1.03518
10 320 150 180 0.0170112 0.485967
10 340 160 190 0.0152117 0.0683375
10 360 170 200 0.0137072 0.081866
10 330 150 190 0.0226826 0.313964
10 370 170 210 0.0183494 0.780242
10 390 180 220 0.018183 0.158319
10 410 190 230 0.0174039 0.0699549
10 430 200 240 0.0164843 0.0571463
10 450 210 250 0.0193135 0.30665
10 470 220 260 0.0196144 0.221066
10 440 200 250 0.0210896 0.147076
10 480 220 270 0.0225194 0.483434
10 500 230 280 0.0210475 0.6321
10 520 240 290 0.0214849 0.860275
10 540 250 300 0.0244004 1.26981
10 560 260 310 0.0239528 2.74045
10 580 270 320 0.0243585 0.128917
10 550 250 310 0.0276454 2.00232
10 590 270 330 0.0290182 0
10 610 280 340 0.0262592 0.108361
10 630 290 350 0.0258515 0.313627
10 650 300 360 0.0268581 0.319223
10 670 310 370 0.0345624 0.543249
10 690 320 380 0.0320568 0.539983
10 660 300 370 0.0337516 0.156443
10 680 310 380 0.0375077 0.30993
10 700 320 390 0.0314532 0.583162
20 110 60 70 0.0379561 3.42261
20 130 70 80 0.0300679 4.82742
20 150 80 90 0.0243804 4.00097
20 120 60 80 0.0685248 0.079093
20 160 80 100 0.0453442 0.133362
20 180 90 110 0.0387835 0.107875
20 200 100 120 0.0338822 1.64533
20 220 110 130 0.0249029 0.713038
20 240 120 140 0.021528 0.402447
20 260 130 150 0.0176915 0.750733
20 230 110 140 0.037109 0
20 270 130 160 0.0282749 0.549133
20 290 140 170 0.0230559 0.0244498
20 310 150 180 0.0199291 0.165255
20 330 160 190 0.017398 0.943831
20 350 170 200 0.015489 0
20 370 180 210 0.0137345 12.9049
20 340 160 200 0.0230077 0.108037
20 380 180 220 0.0185648 0.147752
20 400 190 230 0.0184542 0.376099
20 420 200 240 0.0177585 0.0934026
20 440 210 250 0.0166495 0.0898498
20 460 220 260 0.0196591 0.197075
20 480 230 270 0.0196787 0.398995
20 450 210 260 0.0214806 0.0649183
20 490 230 280 0.0228806 0.36521
20 510 240 290 0.0215706 0.824491
20 530 250 300 0.0218381 0.0276347
20 550 260 310 0.0244964 2.93772
20 570 270 320 0.0239865 0.0323671
20 590 280 330 0.0243608 0.566867
20 560 260 320 0.0276872 0.897145
20 600 280 340 0.0290182 0.197269
20 620 290 350 0.0262592 0.10089
20 640 300 360 0.0258515 0.271487
20 660 310 370 0.0268581 0.043024
20 680 320 380 0.0345624 0.136706
20 700 330 390 0.0320568 0.0785469
20 670 310 380 0.0337516 0.194702
20 690 320 390 0.0375077 0.24906
20 710 330 400 0.0314532 0.425353
30 100 60 70 0.0565763 2.89328
30 120 70 80 0.0401963 3.80533
30 140 80 90 0.031384 1.46985
30 160 90 100 0.0254774 3.99959
30 130 70 90 0.0683415 0.359187
30 170 90 110 0.0467958 0
30 190 100 120 0.0390443 0.23611
30 210 110 130 0.0338822 6.53587
30 230 120 140 0.0245418 0.290708
30 250 130 150 0.0203141 0.412282
30 270 140 160 0.0165785 0.305953
30 240 120 150 0.0372487 0.0314849
30 280 140 170 0.0272636 0
30 300 150 180 0.0238765 0.231484
30 320 160 190 0.0204487 0.524742
30 340 170 200 0.0175437 0.468924
30 360 180 210 0.0156626 2.16202
30 380 190 220 0.0139779 0.804822
30 350 170 210 0.0230447 4.6385
30 390 190 230 0.0187712 0.283313
30 410 200 240 0.0188407 0.518139
30 430 210 250 0.0181051 0
30 450 220 260 0.016835 0.200353
30 470 230 270 0.0200234 0.213071
30 490 240 280 0.0197456 0.393479
30 460 220 270 0.0219258 0.353413
30 500 240 290 0.0231987 0.214068
30 520 250 300 0.0221232 1.83399
30 540 260 310 0.0222772 1.10331
30 560 270 320 0.0245732 1.1951
30 580 280 330 0.0240136 1.20527
30 600 290 340 0.0243627 0.108643
30 570 270 330 0.0277207 0.356229
30 610 290 350 0.0290182 0.057379
30 630 300 360 0.0262592 0.272829
30 650 310 370 0.0258515 0.0725263
30 670 320 380 0.0268581 0.481497
30 690 330 390 0.0345624 0.14765
30 710 340 400 0.0320568 2.97468
30 680 320 390 0.0337516 0.0362419
30 700 330 400 0.0375077 0.0909672
40 70 50 60 0.334582 0.0576869
40 110 70 80 0.0644147 1.2001
40 130 80 90 0.0435886 5.61995
40 150 90 100 0.0319115 1.57413
40 170 100 110 0.0265065 0.852758
40 140 80 100 0.0699952 0.100667
40 180 100 120 0.0482197 0
40 200 110 130 0.0391309 1.06346
40 220 120 140 0.0333625 4.70863
40 240 130 150 0.024677 0.602123
40 260 140 160 0.0193243 0.684492
40 280 150 170 0.0165785 0.0274395
40 250 130 160 0.03677 0.161674
40 290 150 180 0.0264881 0.237674
40 310 160 190 0.0238765 0.525478
40 330 170 200 0.0210683 0.0463881
40 370 190 220 0.0161637 1.04244
40 390 200 230 0.0143654 0.87173
40 360 180 220 0.023362 1.84166
40 400 200 240 0.0189716 0.146092
40 420 210 250 0.0193253 0.0828422
40 440 220 260 0.018391 0.119383
40 460 230 270 0.0171267 0.0734099
40 480 240 280 0.0203305 1.23655
40 500 250 290 0.0198159 0.516709
40 470 230 280 0.0223408 0.0801379
40 510 250 300 0.0234558 2.40898
40 530 260 310 0.0226964 0.611486
40 550 270 320 0.0227766 0.365717
40 570 280 330 0.024636 0.0293211
40 590 290 340 0.0240357 0.0600968
40 610 300 350 0.0243642 0.101422
40 580 280 340 0.027748 0.0677425
40 620 300 360 0.0290182 0.335291
40 640 310 370 0.0262592 0
40 660 320 380 0.0258515 0.114256
40 680 330 390 0.0268581 0.103774
40 700 340 400 0.0345624 0.115384
40 690 330 400 0.0337516 0.131806
40 710 340 410 0.0375077 0.0846885
50 80 60 70 0.446221 0.0386879
50 120 80 90 0.0731412 1.9084
50 140 90 100 0.0455038 4.85921
50 160 100 110 0.0326026 2.30314
50 180 110 120 0.0273695 3.0049
50 150 90 110 0.0737763 0.0329776
50 190 110 130 0.0495362 0.232201
50 210 120 140 0.0392084 1.20464
50 230 130 150 0.0331245 3.36523
50 250 140 160 0.0253068 0.420407
50 270 150 170 0.0200859 0.789353
50 290 160 180 0.0170083 0.320819
50 260 140 170 0.0374364 0.172901
50 300 160 190 0.0261041 0.180241
50 320 170 200 0.0242247 0.176577
50 360 190 220 0.0184074 0.160236
50 380 200 230 0.0165722 1.0137
50 400 210 240 0.0148589 0.204657
50 370 190 230 0.0235805 0.409144
50 410 210 250 0.0195655 0.0397575
50 430 220 260 0.0198753 0.204754
50 450 230 270 0.0188403 0.376177
50 470 240 280 0.0177594 0.616992
50 490 250 290 0.020596 0.510913
50 510 260 300 0.0198885 4.70247
50 480 240 290 0.0229932 0.859837
50 520 260 310 0.0236682 2.45952
50 540 270 320 0.0231674 0.0497382
50 560 280 330 0.0231852 0.385709
50 580 290 340 0.0246883 0.0990584
50 600 300 350 0.0240541 0.188716
50 620 310 360 0.0243655 0.326094
50 590 290 350 0.0277708 0.494955
50 630 310 370 0.0290182 0.116138
50 650 320 380 0.0262592 0.109313
50 670 330 390 0.0258515 0.166968
50 690 340 400 0.0268581 0.0674998
50 710 350 410 0.0345624 0.496355
50 700 340 410 0.0337516 0.0791695
60 90 70 80 0.470754 0.11303
60 130 90 100 0.0731412 5.93067
60 150 100 110 0.0474257 3.27596
60 170 110 120 0.0342655 0.803962
60 190 120 130 0.0269872 7.12895
60 160 100 120 0.0785708 0.0961966
60 200 120 140 0.0495362 0.102245
60 220 130 150 0.0376058 1.2458
60 240 140 160 0.0328999 1.34261
60 260 150 170 0.0260717 0.840821
60 280 160 180 0.0219074 2.00837
60 300 170 190 0.0178679 3.38765
60 270 150 180 0.0375063 0.0297127
60 310 170 200 0.0261114 0.951648
60 330 180 210 0.0242646 13.3473
60 350 190 220 0.0211473 4.59651
60 370 200 230 0.0187023 1.71743
60 390 210 240 0.0167404 0.190565
60 410 220 250 0.0154175 0.0247083
60 380 200 240 0.0239602 0.14146
60 420 220 260 0.0202064 0.173556
60 440 230 270 0.0207962 0.0888923
60 460 240 280 0.0198672 0.155283
60 480 250 290 0.0184097 0.393694
60 500 260 300 0.0212116 5.25405
60 520 270 310 0.0200122 4.10089
60 490 250 300 0.0238018 1.32065
60 530 270 320 0.0243898 1.29949
60 550 280 330 0.0239318 0.545278
60 570 290 340 0.0240334 0.0279763
60 590 300 350 0.0247326 0.0439664
60 610 310 360 0.0240697 0.848615
60 630 320 370 0.0243666 0.0589413
60 600 300 360 0.0277901 0.385811
60 640 320 380 0.0290182 0.0428091
60 660 330 390 0.0262592 0.156819
60 680 340 400 0.0258515 0.0625865
60 700 350 410 0.0268581 0.633468
60 710 350 420 0.0337516 0.88061
70 100 80 90 0.571081 0.0427506
70 140 100 110 0.0786272 2.48525
70 160 110 120 0.0482984 2.44369
70 180 120 130 0.0356872 0.84642
70 200 130 140 0.0261242 1.96081
70 170 110 130 0.0922657 0.115158
70 210 130 150 0.0494965 0.200769
70 230 140 160 0.0361865 0.103246
70 250 150 170 0.0326888 2.67204
70 270 160 180 0.0262809 0.1943
70 290 170 190 0.0229673 2.0361
70 310 180 200 0.0188011 0.216118
70 280 160 190 0.037646 0.69098
70 320 180 210 0.0261151 0.424951
70 340 190 220 0.0245037 0.0727678
70 360 200 230 0.0211854 0.765582
70 380 210 240 0.0185618 0.0955527
70 400 220 250 0.0170758 0.134642
70 420 230 260 0.0159704 0.543515
70 390 210 250 0.0241362 0.159605
70 430 230 270 0.0210646 0.148243
70 450 240 280 0.0215946 0.700959
70 470 250 290 0.0208419 0.140937
70 490 260 300 0.0190737 0.959601
70 510 270 310 0.0218304 0.554145
70 530 280 320 0.0202801 1.75654
70 500 260 310 0.0245929 0.436816
70 540 280 330 0.024828 0.139931
70 560 290 340 0.0249683 0.238774
70 580 300 350 0.0247498 0.450387
70 600 310 360 0.0249648 0.0675259
