,Ax,Az,Bx,Bz,Mx,Mz,Nx,Nz,Voltage,Uncertainty
86,70.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,-4.587045549552798,0.0
87,70.0,0.0,80.0,0.0,100.0,0.0,110.0,0.0,-0.4838806885222337,0.0
88,70.0,0.0,80.0,0.0,110.0,0.0,120.0,0.0,-0.31645624500334074,0.0
89,70.0,0.0,80.0,0.0,120.0,0.0,130.0,0.0,-0.20863856318817206,0.0
90,70.0,0.0,80.0,0.0,130.0,0.0,140.0,0.0,-0.12575293669996174,0.0
91,70.0,0.0,80.0,0.0,140.0,0.0,150.0,0.0,-0.0791183151186395,0.0
92,70.0,0.0,80.0,0.0,150.0,0.0,160.0,0.0,-0.0525434513798606,0.0
93,70.0,0.0,80.0,0.0,160.0,0.0,170.0,0.0,-0.03663116386151029,0.0
94,90.0,0.0,100.0,0.0,110.0,0.0,120.0,0.0,-2.7972393525852195,0.0
95,90.0,0.0,100.0,0.0,120.0,0.0,130.0,0.0,-0.48388068852223365,0.0
96,90.0,0.0,100.0,0.0,130.0,0.0,140.0,0.0,-0.18304239908437644,0.0
97,90.0,0.0,100.0,0.0,140.0,0.0,150.0,0.0,-0.08957953219683645,0.0
98,90.0,0.0,100.0,0.0,150.0,0.0,160.0,0.0,-0.05029095293847921,0.0
99,90.0,0.0,100.0,0.0,160.0,0.0,170.0,0.0,-0.030920676708524605,0.0
100,90.0,0.0,100.0,0.0,170.0,0.0,180.0,0.0,-0.020331803563010183,0.0
101,90.0,0.0,100.0,0.0,180.0,0.0,190.0,0.0,-0.01406502335038882,0.0
102,110.0,0.0,120.0,0.0,130.0,0.0,140.0,0.0,-6.349618177974582,0.0
103,110.0,0.0,120.0,0.0,140.0,0.0,150.0,0.0,-1.630524239759206,0.0
104,110.0,0.0,120.0,0.0,150.0,0.0,160.0,0.0,-0.6550093411283681,0.0
105,110.0,0.0,120.0,0.0,160.0,0.0,170.0,0.0,-0.3246246433369756,0.0
106,110.0,0.0,120.0,0.0,170.0,0.0,180.0,0.0,-0.18233339390448902,0.0
107,110.0,0.0,120.0,0.0,180.0,0.0,190.0,0.0,-0.11148233823183502,0.0
108,110.0,0.0,120.0,0.0,190.0,0.0,200.0,0.0,-0.07247960536686315,0.0
109,140.0,0.0,150.0,0.0,160.0,0.0,170.0,0.0,-5.939180598864737,0.0
110,140.0,0.0,150.0,0.0,170.0,0.0,180.0,0.0,-1.4658323033230092,0.0
111,140.0,0.0,150.0,0.0,180.0,0.0,190.0,0.0,-0.5748373358738541,0.0
112,140.0,0.0,150.0,0.0,190.0,0.0,200.0,0.0,-0.2798352152576662,0.0
113,150.0,0.0,160.0,0.0,170.0,0.0,180.0,0.0,-5.9301062674661695,0.0
114,150.0,0.0,160.0,0.0,180.0,0.0,190.0,0.0,-1.4594027386707873,0.0
115,150.0,0.0,160.0,0.0,190.0,0.0,200.0,0.0,-0.5699274769218211,0.0
