,Ax,Az,Bx,Bz,Mx,Mz,Nx,Nz,Voltage,Uncertainty
75,120.0,0.0,120.0,0.0,170.0,0.0,170.0,0.0,1.345303387803397,0.06726516939016985
76,120.0,0.0,120.0,0.0,180.0,0.0,180.0,0.0,0.9827563604423581,0.049137818022117905
77,120.0,0.0,120.0,0.0,190.0,0.0,190.0,0.0,0.670316167872601,0.033515808393630046
78,120.0,0.0,120.0,0.0,200.0,0.0,200.0,0.0,0.46248914723329476,0.023124457361664737
79,160.0,0.0,160.0,0.0,180.0,0.0,180.0,0.0,6.456506118430835,0.32282530592154174
80,160.0,0.0,160.0,0.0,190.0,0.0,190.0,0.0,3.384783536292054,0.1692391768146027
81,160.0,0.0,160.0,0.0,200.0,0.0,200.0,0.0,2.4445693262132777,0.12222846631066389
82,130.0,0.0,130.0,0.0,150.0,0.0,150.0,0.0,5.753577789388036,0.2876788894694018
83,130.0,0.0,130.0,0.0,160.0,0.0,160.0,0.0,3.445882578931623,0.17229412894658114
84,130.0,0.0,130.0,0.0,170.0,0.0,170.0,0.0,2.168707470218566,0.10843537351092829
85,130.0,0.0,130.0,0.0,180.0,0.0,180.0,0.0,1.2545755837651584,0.06272877918825792
86,130.0,0.0,130.0,0.0,190.0,0.0,190.0,0.0,0.9424043743183579,0.04712021871591789
87,130.0,0.0,130.0,0.0,200.0,0.0,200.0,0.0,0.7644092213504043,0.038220461067520216
88,170.0,0.0,170.0,0.0,190.0,0.0,190.0,0.0,6.5771892412122925,0.3288594620606146
89,170.0,0.0,170.0,0.0,200.0,0.0,200.0,0.0,3.7562827149909768,0.18781413574954883
90,70.0,0.0,70.0,0.0,90.0,0.0,90.0,0.0,4.326659209570717,0.21633296047853584
91,70.0,0.0,70.0,0.0,100.0,0.0,100.0,0.0,2.4402787043990677,0.12201393521995339
92,70.0,0.0,70.0,0.0,110.0,0.0,110.0,0.0,2.033960984814261,0.10169804924071305
93,70.0,0.0,70.0,0.0,120.0,0.0,120.0,0.0,1.361607656415471,0.06808038282077356
94,70.0,0.0,70.0,0.0,130.0,0.0,130.0,0.0,0.9892444590327385,0.04946222295163692
95,70.0,0.0,70.0,0.0,140.0,0.0,140.0,0.0,0.6884937457089437,0.03442468728544719
96,70.0,0.0,70.0,0.0,150.0,0.0,150.0,0.0,0.5364291403583439,0.026821457017917192
97,70.0,0.0,70.0,0.0,160.0,0.0,160.0,0.0,0.40717790690883976,0.020358895345441986
98,90.0,0.0,90.0,0.0,110.0,0.0,110.0,0.0,4.285069877466534,0.2142534938733267
99,90.0,0.0,90.0,0.0,120.0,0.0,120.0,0.0,2.857329766667152,0.1428664883333576
100,90.0,0.0,90.0,0.0,130.0,0.0,130.0,0.0,1.9556525606495752,0.09778262803247875
101,90.0,0.0,90.0,0.0,140.0,0.0,140.0,0.0,1.4129019846053115,0.07064509923026557
102,90.0,0.0,90.0,0.0,150.0,0.0,150.0,0.0,0.9812617743025507,0.04906308871512754
103,90.0,0.0,90.0,0.0,160.0,0.0,160.0,0.0,0.7458646298686874,0.03729323149343437
104,90.0,0.0,90.0,0.0,170.0,0.0,170.0,0.0,0.5421920274713151,0.027109601373565755
105,90.0,0.0,90.0,0.0,180.0,0.0,180.0,0.0,0.39249718906341985,0.019624859453170992
106,110.0,0.0,110.0,0.0,130.0,0.0,130.0,0.0,4.077168247401541,0.20385841237007707
107,110.0,0.0,110.0,0.0,140.0,0.0,140.0,0.0,2.484876570234813,0.12424382851174066
108,110.0,0.0,110.0,0.0,150.0,0.0,150.0,0.0,1.6821715224118934,0.08410857612059466
109,110.0,0.0,110.0,0.0,160.0,0.0,160.0,0.0,1.131760579074177,0.05658802895370885
110,110.0,0.0,110.0,0.0,170.0,0.0,170.0,0.0,0.728361811268806,0.036418090563440295
111,110.0,0.0,110.0,0.0,180.0,0.0,180.0,0.0,0.5796403528125434,0.028982017640627175
112,110.0,0.0,110.0,0.0,190.0,0.0,190.0,0.0,0.39447458838486715,0.019723729419243358
