,Ax,Az,Bx,Bz,Mx,Mz,Nx,Nz,Voltage,Uncertainty
106,110.0,0.0,110.0,0.0,130.0,0.0,140.0,0.0,1.8960292022197318,0.0948014601109866
107,110.0,0.0,110.0,0.0,140.0,0.0,150.0,0.0,0.9827649303398168,0.04913824651699084
108,110.0,0.0,110.0,0.0,150.0,0.0,160.0,0.0,0.6388611869606674,0.03194305934803337
109,110.0,0.0,110.0,0.0,160.0,0.0,170.0,0.0,0.44292667500614796,0.0221463337503074
110,110.0,0.0,110.0,0.0,170.0,0.0,180.0,0.0,0.30657591236490717,0.015328795618245359
111,110.0,0.0,110.0,0.0,180.0,0.0,190.0,0.0,0.26919814277367277,0.013459907138683638
112,110.0,0.0,110.0,0.0,190.0,0.0,200.0,0.0,0.20495295485249745,0.010247647742624872
113,110.0,0.0,110.0,0.0,200.0,0.0,210.0,0.0,0.16696114645158533,0.008348057322579266
114,140.0,0.0,140.0,0.0,160.0,0.0,170.0,0.0,3.0569734451308594,0.15284867225654297
115,140.0,0.0,140.0,0.0,170.0,0.0,180.0,0.0,1.4766477203497466,0.07383238601748733
116,140.0,0.0,140.0,0.0,180.0,0.0,190.0,0.0,0.8330780789685266,0.04165390394842633
117,140.0,0.0,140.0,0.0,190.0,0.0,200.0,0.0,0.5362467775517353,0.026812338877586765
118,140.0,0.0,140.0,0.0,200.0,0.0,210.0,0.0,0.3604132147881207,0.018020660739406037
119,180.0,0.0,180.0,0.0,200.0,0.0,210.0,0.0,2.7402999700857973,0.13701499850428986
120,150.0,0.0,150.0,0.0,170.0,0.0,180.0,0.0,2.8325760590750924,0.14162880295375463
121,150.0,0.0,150.0,0.0,180.0,0.0,190.0,0.0,1.4643647989422313,0.07321823994711156
122,150.0,0.0,150.0,0.0,190.0,0.0,200.0,0.0,0.8106901233695903,0.04053450616847952
123,150.0,0.0,150.0,0.0,200.0,0.0,210.0,0.0,0.5590972746223712,0.027954863731118565
